0	0.00	0.00	0.00	0.00	0.00
0	0.00	0.00	0.00	0.00	0.00
0	0.00	0.00	0.00	0.00	0.00
1	0.00	0.00	0.00	0.00	0.00
2	0.00	0.00	0.00	0.00	0.00
3	0.00	0.00	0.00	0.00	0.00
4	0.00	0.00	0.00	0.00	0.00
5	0.00	0.00	0.00	0.00	0.00
6	0.00	0.00	0.00	0.00	0.00
7	0.00	0.00	0.00	0.00	0.00
8	0.00	0.00	0.00	0.00	0.00
9	0.00	0.00	0.00	0.00	0.00
10	0.00	0.00	0.00	0.00	0.00
11	0.00	0.00	0.00	0.00	0.00
12	0.00	0.00	0.00	0.00	0.00
13	0.00	0.00	0.00	0.00	0.00
14	0.00	0.00	0.00	0.00	0.00
15	0.00	0.00	0.00	0.00	0.00
16	0.00	0.00	0.00	0.00	0.00
17	0.00	0.00	0.00	0.00	0.00
18	0.01	0.00	0.00	0.01	0.01
19	0.01	0.00	0.00	0.01	0.01
20	0.01	0.00	0.00	0.01	0.01
21	0.01	0.00	0.00	0.01	0.01
22	0.01	0.00	0.00	0.01	0.01
23	0.01	0.00	0.00	0.01	0.01
24	0.01	0.00	0.00	0.01	0.01
25	0.01	0.00	0.00	0.01	0.01
26	0.01	0.00	0.00	0.01	0.01
27	0.01	0.00	0.00	0.01	0.01
28	0.02	0.00	0.00	0.02	0.02
29	0.02	0.00	0.00	0.02	0.02
30	0.02	0.00	0.00	0.02	0.02
31	0.02	0.00	0.00	0.02	0.02
32	0.02	0.00	0.00	0.02	0.02
33	0.02	0.00	0.00	0.02	0.02
34	0.02	0.00	0.00	0.02	0.02
35	0.03	0.00	0.00	0.03	0.03
36	0.03	0.00	0.00	0.03	0.03
37	0.03	0.00	0.00	0.03	0.03
38	0.03	0.00	0.00	0.03	0.03
39	0.03	0.00	0.00	0.03	0.03
40	0.03	0.00	0.00	0.03	0.03
41	0.04	0.00	0.00	0.04	0.04
42	0.04	0.00	0.00	0.04	0.04
43	0.04	0.00	0.00	0.04	0.04
44	0.04	0.00	0.00	0.04	0.04
45	0.04	0.00	0.00	0.04	0.04
46	0.05	0.00	0.00	0.05	0.05
47	0.05	0.00	0.00	0.05	0.05
48	0.05	0.00	0.00	0.05	0.05
49	0.05	0.00	0.00	0.05	0.05
50	0.05	0.00	0.00	0.05	0.05
51	0.06	0.00	0.00	0.06	0.06
52	0.06	0.00	0.00	0.06	0.06
53	0.06	0.00	0.00	0.06	0.06
54	0.06	0.00	0.00	0.06	0.06
55	0.07	0.00	0.00	0.07	0.07
56	0.07	0.00	0.00	0.07	0.07
57	0.07	0.00	0.00	0.07	0.07
58	0.07	0.00	0.00	0.07	0.07
59	0.07	0.00	0.00	0.07	0.07
60	0.08	0.00	0.00	0.08	0.08
61	0.08	0.00	0.00	0.08	0.08
62	0.08	0.00	0.00	0.08	0.08
63	0.08	0.00	0.00	0.08	0.08
64	0.08	0.00	0.00	0.08	0.08
65	0.09	0.00	0.00	0.09	0.09
66	0.09	0.00	0.00	0.09	0.09
67	0.09	0.00	0.00	0.09	0.09
68	0.09	0.00	0.00	0.09	0.09
69	0.09	0.00	0.00	0.09	0.09
70	0.10	0.00	0.00	0.10	0.10
